frn,bank,metric,fiscal_year,value_numeric,unit,reporting_basis,context_status,context_id,context_value,distance,reason,source
970920,Griffin Bank Ltd,Cash Flow Statement,2023,-8527971.0,£,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Cash Flow Statement,2025,9744844.0,£,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Cash Flow Statement,2024,18093063.0,£,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Cash Flow Statement,2023,9814533.0,£,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Cash Flow Statement,2025,4962049.0,£,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Cash Flow Statement,2024,2087140.0,£,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Cash Flow Statement,2023,-10777390.0,£,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Cash Flow Statement,2025,7326998.0,£,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Cash Flow Statement,2024,2364540.0,£,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Cash Flow Statement,2023,270150.0,£,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,CET1 Capital,2025,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,CET1 Capital,2024,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,CET1 Capital,2023,8564.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,CET1 Ratio,2025,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,CET1 Ratio,2024,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,CET1 Ratio,2023,456.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,Tier 1 Capital,2025,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Tier 1 Capital,2024,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Tier 1 Capital,2023,8564.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Tier 1 Ratio,2025,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,Tier 1 Ratio,2024,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,Tier 1 Ratio,2023,456.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,Total Capital,2025,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Total Capital,2024,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Total Capital,2023,8564.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Total Capital Ratio,2025,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,Total Capital Ratio,2024,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,Total Capital Ratio,2023,456.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,Total RWAs,2025,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Total RWAs,2024,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Total RWAs,2023,1879.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,Leverage Ratio,2025,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,Leverage Ratio,2024,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,Leverage Ratio,2023,91.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,LCR,2025,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,LCR,2024,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,LCR,2023,2675.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,NSFR,2025,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,NSFR,2024,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,NSFR,2023,1034.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
970920,Griffin Bank Ltd,MREL Ratio,2025,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,MREL Ratio,2024,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
970920,Griffin Bank Ltd,MREL Ratio,2023,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2025,,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2024,5705369.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2023,8483493.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2022,6025370.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2021,-10764152.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2025,,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2024,62604460.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2023,-102352383.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2022,117946591.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2021,52298689.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2025,,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2024,57935255.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2023,-102327202.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2022,117737509.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2021,52298689.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2025,,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2024,11837282.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2023,-38512179.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2022,-26064114.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2021,-17917411.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2025,,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2024,-705754.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2023,-570000.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2022,-1892429.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2021,-1411693.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2025,,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2024,69066783.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2023,-141409381.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2022,89780966.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2021,32969585.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2025,,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2024,308066190.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2023,238999407.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2022,380408788.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Cash Flow Statement,2021,116275570.0,£,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,CET1 Capital,2025,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,CET1 Capital,2024,48075379.0,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,CET1 Capital,2023,39390993.0,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,CET1 Capital,2022,28344378.0,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,CET1 Capital,2021,25089641.0,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,CET1 Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,CET1 Ratio,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,CET1 Ratio,2023,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,CET1 Ratio,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,CET1 Ratio,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,Tier 1 Capital,2025,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Tier 1 Capital,2024,48075379.0,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Tier 1 Capital,2023,39390993.0,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Tier 1 Capital,2022,28344378.0,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Tier 1 Capital,2021,25089641.0,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Tier 1 Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,Tier 1 Ratio,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,Tier 1 Ratio,2023,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,Tier 1 Ratio,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,Tier 1 Ratio,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,Total Capital,2025,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Total Capital,2024,48075379.0,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Total Capital,2023,39390993.0,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Total Capital,2022,28344378.0,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Total Capital,2021,25089641.0,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Total Capital Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,Total Capital Ratio,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,Total Capital Ratio,2023,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,Total Capital Ratio,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,Total Capital Ratio,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,Total RWAs,2025,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Total RWAs,2024,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Total RWAs,2023,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Total RWAs,2022,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Total RWAs,2021,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Leverage Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,Leverage Ratio,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,Leverage Ratio,2023,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Leverage Ratio,2022,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,Leverage Ratio,2021,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,LCR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,LCR,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,LCR,2023,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,LCR,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,LCR,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,NSFR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,NSFR,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,NSFR,2023,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,NSFR,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,NSFR,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
466611,Guaranty Trust Bank (UK) Limited,MREL Ratio,2025,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,MREL Ratio,2024,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,MREL Ratio,2023,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,MREL Ratio,2022,,,,context_unavailable,,,,no dated context record for metric/period,
466611,Guaranty Trust Bank (UK) Limited,MREL Ratio,2021,,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2025,,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2024,-5792.9,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2023,7492.2,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2022,232.2,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2021,252.6,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2025,,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2024,-0.2,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2023,-0.4,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2022,0.0,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2021,-3.6,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2025,,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2024,-2.5,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2023,-2.6,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2022,-1.7,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2021,-0.1,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2025,,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2024,-5795.6,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2023,7489.1,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2022,230.4,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2021,248.9,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2025,,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2024,5895.8,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2023,11689.6,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2022,4402.7,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Cash Flow Statement,2021,4141.2,"£'000, conv. from USD",,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,CET1 Capital,2025,,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,CET1 Capital,2024,348.0,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,CET1 Capital,2023,323.3,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,CET1 Capital,2022,304.6,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,CET1 Capital,2021,275.0,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,CET1 Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,CET1 Ratio,2024,22.18,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,CET1 Ratio,2023,22.74,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,CET1 Ratio,2022,23.65,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,CET1 Ratio,2021,19.22,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Tier 1 Capital,2025,,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Tier 1 Capital,2024,348.0,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Tier 1 Capital,2023,323.3,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Tier 1 Capital,2022,304.6,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Tier 1 Capital,2021,275.0,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Tier 1 Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Tier 1 Ratio,2024,22.18,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Tier 1 Ratio,2023,22.74,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Tier 1 Ratio,2022,23.65,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Tier 1 Ratio,2021,19.22,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Total Capital,2025,,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Total Capital,2024,348.0,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Total Capital,2023,323.3,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Total Capital,2022,304.6,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Total Capital,2021,275.0,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Total Capital Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Total Capital Ratio,2024,22.18,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Total Capital Ratio,2023,22.74,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Total Capital Ratio,2022,23.65,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Total Capital Ratio,2021,19.22,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Total RWAs,2025,,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Total RWAs,2024,1569.1,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Total RWAs,2023,1421.6,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Total RWAs,2022,1287.6,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Total RWAs,2021,1429.1,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Leverage Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Leverage Ratio,2024,6937.5,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Leverage Ratio,2023,6122.9,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Leverage Ratio,2022,4246.3,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Leverage Ratio,2021,7819.8,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Leverage Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Leverage Ratio,2024,5.02,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,Leverage Ratio,2023,5.28,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Leverage Ratio,2022,7.17,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,Leverage Ratio,2021,3.52,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,LCR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,LCR,2024,6912.4,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,LCR,2023,12551.2,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,LCR,2022,7604.1,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,LCR,2021,4983.2,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,LCR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,LCR,2024,2414.2,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,LCR,2023,4382.5,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,LCR,2022,2147.1,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,LCR,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,LCR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,LCR,2024,286.32,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,LCR,2023,286.4,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,LCR,2022,354.15,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,LCR,2021,480.13,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,NSFR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,NSFR,2024,4106.6,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,NSFR,2023,3618.7,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,NSFR,2022,3552.5,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,NSFR,2021,7773.9,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,NSFR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,NSFR,2024,1778.4,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,NSFR,2023,1431.6,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,NSFR,2022,853.1,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,NSFR,2021,6993.5,,,context_unavailable,,,,observation unit does not match percentage context,
