frn,bank,metric,fiscal_year,value_numeric,unit,reporting_basis,context_status,context_id,context_value,distance,reason,source
149025,ABC International Bank Plc,CET1 Capital,2025,,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,CET1 Capital,2024,564.579,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,CET1 Capital,2023,547.665,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,CET1 Capital,2022,416.5,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,CET1 Capital,2021,418.8,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,CET1 Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,CET1 Ratio,2024,16.2,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,CET1 Ratio,2023,17.6,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,CET1 Ratio,2022,17.0,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,CET1 Ratio,2021,16.7,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Tier 1 Capital,2025,,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Tier 1 Capital,2024,564.579,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Tier 1 Capital,2023,547.665,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Tier 1 Capital,2022,416.5,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Tier 1 Capital,2021,418.8,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Tier 1 Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Tier 1 Ratio,2024,16.2,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Tier 1 Ratio,2023,17.6,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Tier 1 Ratio,2022,17.0,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Tier 1 Ratio,2021,16.7,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Total Capital,2025,,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Total Capital,2024,616.448,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Total Capital,2023,598.786,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Total Capital,2022,447.0,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Total Capital,2021,460.0,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Total Capital Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Total Capital Ratio,2024,17.7,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Total Capital Ratio,2023,19.3,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Total Capital Ratio,2022,18.2,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Total Capital Ratio,2021,18.3,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Total RWAs,2025,,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Total RWAs,2024,3486.256,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Total RWAs,2023,3104.763,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Total RWAs,2022,2450.0,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Total RWAs,2021,2508.0,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Leverage Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Leverage Ratio,2024,5540.164,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Leverage Ratio,2023,5155.039,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Leverage Ratio,2022,,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Leverage Ratio,2021,,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Leverage Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Leverage Ratio,2024,10.2,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,Leverage Ratio,2023,10.62,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Leverage Ratio,2022,,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,Leverage Ratio,2021,,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,LCR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,LCR,2024,854.893,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,LCR,2023,699.862,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,LCR,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,LCR,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,LCR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,LCR,2024,252.133,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,LCR,2023,189.675,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,LCR,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,LCR,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,LCR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,LCR,2024,339.1,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,LCR,2023,369.0,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,LCR,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,LCR,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2024,2339.367,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2023,2053.004,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2024,1802.627,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2023,1504.583,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2024,129.8,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2023,136.4,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,NSFR,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
149025,ABC International Bank Plc,MREL Ratio,2025,,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,MREL Ratio,2024,,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,MREL Ratio,2023,,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,MREL Ratio,2022,,,,context_unavailable,,,,no dated context record for metric/period,
149025,ABC International Bank Plc,MREL Ratio,2021,,,,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2024,914715.2,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2023,49148.5,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2022,117981.6,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2021,455703.9,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2020,-307926.5,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2024,-1018064.7,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2023,-250467.3,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2022,-85936.4,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2021,-184838.2,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2020,46043.3,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2024,-22938.6,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2023,63364.5,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2022,51487.3,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2021,-841.1,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2020,-1036.9,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2024,-126288.1,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2023,-137954.2,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2022,83532.4,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2021,270024.6,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2020,-262920.2,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2024,241803.0,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2023,364263.6,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2022,524595.1,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2021,392792.6,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Cash Flow Statement,2020,117322.9,"£'000, conv. from USD",entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,CET1 Capital,2024,,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,CET1 Capital,2023,531687.1,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,CET1 Capital,2022,402448.5,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,CET1 Capital,2021,279437.2,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,CET1 Capital,2020,248093.1,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,CET1 Ratio,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,CET1 Ratio,2023,22.4,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,CET1 Ratio,2022,19.8,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,CET1 Ratio,2021,21.88,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,CET1 Ratio,2020,18.4,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Tier 1 Capital,2024,,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Tier 1 Capital,2023,531687.1,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Tier 1 Capital,2022,402448.5,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Tier 1 Capital,2021,279437.2,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Tier 1 Capital,2020,248093.1,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Tier 1 Ratio,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,Tier 1 Ratio,2023,22.4,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,Tier 1 Ratio,2022,19.8,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,Tier 1 Ratio,2021,21.88,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,Tier 1 Ratio,2020,18.4,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Total Capital,2024,,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Total Capital,2023,531687.1,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Total Capital,2022,402448.5,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Total Capital,2021,279437.2,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Total Capital,2020,248093.1,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Total Capital Ratio,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,Total Capital Ratio,2023,22.4,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,Total Capital Ratio,2022,19.8,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,Total Capital Ratio,2021,21.88,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,Total Capital Ratio,2020,18.4,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Total RWAs,2024,,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Total RWAs,2023,2375798.8,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Total RWAs,2022,2033020.6,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Total RWAs,2021,1277097.8,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Total RWAs,2020,1348332.5,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Leverage Ratio,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,Leverage Ratio,2023,3335479.9,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Leverage Ratio,2022,3357849.1,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Leverage Ratio,2021,2499781.8,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Leverage Ratio,2020,1899792.8,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Leverage Ratio,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,Leverage Ratio,2023,15.9,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Leverage Ratio,2022,12.0,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Leverage Ratio,2021,11.18,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,Leverage Ratio,2020,13.07,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,LCR,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,LCR,2023,708481.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,LCR,2022,870655.5,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,LCR,2021,596938.8,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,LCR,2020,,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,LCR,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,LCR,2023,193806.2,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,LCR,2022,193268.6,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,LCR,2021,161053.2,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,LCR,2020,,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,LCR,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,LCR,2023,365.6,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,LCR,2022,450.5,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,LCR,2021,370.6,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,LCR,2020,,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,NSFR,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,NSFR,2023,1475757.9,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,NSFR,2022,1213379.4,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,NSFR,2021,1318835.1,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,NSFR,2020,,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,NSFR,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,NSFR,2023,875261.5,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,NSFR,2022,820509.2,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,NSFR,2021,670287.7,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,NSFR,2020,,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,NSFR,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,NSFR,2023,168.6,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,NSFR,2022,147.9,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,NSFR,2021,196.8,,entity,context_unavailable,,,,observation unit does not match percentage context,
478415,The Access Bank UK Limited,NSFR,2020,,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,MREL Ratio,2024,,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,MREL Ratio,2023,,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,MREL Ratio,2022,,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,MREL Ratio,2021,,,entity,context_unavailable,,,,no dated context record for metric/period,
478415,The Access Bank UK Limited,MREL Ratio,2020,,,entity,context_unavailable,,,,no dated context record for metric/period,
1004742,Afin Bank Limited,Cash Flow Statement,2024,-5854403.0,£,entity,context_unavailable,,,,no dated context record for metric/period,
1004742,Afin Bank Limited,Cash Flow Statement,2024,-12345649.0,£,entity,context_unavailable,,,,no dated context record for metric/period,
1004742,Afin Bank Limited,Cash Flow Statement,2024,20384295.0,£,entity,context_unavailable,,,,no dated context record for metric/period,
1004742,Afin Bank Limited,Cash Flow Statement,2024,2184243.0,£,entity,context_unavailable,,,,no dated context record for metric/period,
1004742,Afin Bank Limited,Cash Flow Statement,2024,3155921.0,£,entity,context_unavailable,,,,no dated context record for metric/period,
1004742,Afin Bank Limited,CET1 Capital,2024,12922.0,,entity,context_unavailable,,,,no dated context record for metric/period,
1004742,Afin Bank Limited,CET1 Ratio,2024,418.5,,entity,context_unavailable,,,,observation unit does not match percentage context,
1004742,Afin Bank Limited,Tier 1 Capital,2024,12922.0,,entity,context_unavailable,,,,no dated context record for metric/period,
1004742,Afin Bank Limited,Tier 1 Ratio,2024,418.5,,entity,context_unavailable,,,,observation unit does not match percentage context,
1004742,Afin Bank Limited,Total Capital,2024,12922.0,,entity,context_unavailable,,,,no dated context record for metric/period,
1004742,Afin Bank Limited,Total Capital Ratio,2024,418.5,,entity,context_unavailable,,,,observation unit does not match percentage context,
1004742,Afin Bank Limited,Total RWAs,2024,3087.0,,entity,context_unavailable,,,,no dated context record for metric/period,
1004742,Afin Bank Limited,Leverage Ratio,2024,14782.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
1004742,Afin Bank Limited,Leverage Ratio,2024,87.4,,entity,context_unavailable,,,,observation unit does not match percentage context,
1004742,Afin Bank Limited,LCR,2024,8909.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
1004742,Afin Bank Limited,LCR,2024,0.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
1004742,Afin Bank Limited,LCR,2024,3971.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
1004742,Afin Bank Limited,LCR,2024,0.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
1004742,Afin Bank Limited,LCR,2024,999999.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
1004742,Afin Bank Limited,NSFR,2024,21486.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
1004742,Afin Bank Limited,NSFR,2024,4365.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
1004742,Afin Bank Limited,NSFR,2024,492.2,,entity,context_unavailable,,,,observation unit does not match percentage context,
1004742,Afin Bank Limited,MREL Ratio,2024,,,entity,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2025,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2024,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2023,308.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2022,205.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2021,116.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2025,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2024,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2023,-1048.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2022,-1489.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2021,637.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2025,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2024,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2023,-740.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2022,-1284.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2021,753.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2025,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2024,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2023,-794.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2022,-1282.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2021,750.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2025,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2024,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2023,-3.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2022,-5.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2021,-11.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2025,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2024,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2023,-3.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2022,-9.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2021,-48.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2025,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2024,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2023,-800.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2022,-1296.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
